1:[0, 0, 0, 0, 0, 0, 0]
2:[0, 0, 154, 0, 0, 0, 0]
3:[0, 0, 0, 128, 0, 0, 0]
4:[0, 199, 0, 0, 0, 0, 0]
5:[0, 0, 0, 0, 0, 184, 0]
6:[0, 39, 0, 0, 0, 0, 0]
7:[0, 0, 0, 0, 0, 136, 0]
8:[0, 0, 0, 154, 0, 0, 0]
9:[0, 0, 137, 0, 0, 0, 0]
10:[0, 0, 0, 0, 0, 0, 127]
11:[0, 0, 108, 56, 0, 0, 0]
12:[0, 172, 0, 0, 0, 0, 0]
13:[0, 0, 0, 0, 210, 0, 0]
14:[0, 0, 0, 0, 0, 0, 0]
15:[0, 0, 0, 201, 0, 0, 0]
16:[0, 0, 0, 0, 0, 267, 0]
